HelyreigazitasID;SajtotermekID;CikkCim;CikkURL;CikkDatum;CikkIdo;HelyreigazitasSzoveg;HelyreigazitasURL;HelyreigazitasDatum;HelyreigazitasIdo;HelyreigazitasJelolve
395;39;Betiltották a magyar viseletet a Jobbikban;;2019/03/12;;"A 2019. március 12-én “Betiltották a magyar viseletet a Jobbikban” címmel megjelent cikkben a Ripost állításait átvéve valótlanul híreszteltük, hogy a Jobbik Magyarországért Mozgalomban betiltották a történelmi magyar ruhák viselését.

Valótlanul híreszteltük, hogy Sneider Tamás, a Jobbik Magyarországért Mozgalom jelenlegi elnöke minimum 7-800 ezer forintos dizájnöltönyöket hord.

Valótlanul híreszteltük, hogy Vona Gábornak, a Jobbik korábbi elnökének bárki előírta, milyen ruhát viseljen, továbbá azt is, hogy Jakab Péternek, a párt szóvivőjének bármilyen ruha viselését írták elő, és George Soroshoz köthető tanácsadókra hallgatva nem visel Bocskai öltönyt.";https://www.lokal.hu/2019-04-helyreigazitas-2/;2019/04/05;19:05;
396;27;Hadházy rögzítette hajdani frakciótársai beszélgetését;https://www.magyaridok.hu/belfold/hadhazy-rogzitette-hajdani-frakciotarsai-beszelgeteset-1376473/;2017/02/02;06:12;"A bíróság megállapítja, hogy az alperes a kiadásában megjelenő Magyar Idők internetes újságban 2017. február 2. napján „Hadházy rögzítette hajdani frakciótársai beszélgetését” címmel közzétett médiatartalomban azzal a valótlan híreszteléssel, hogy
– személye és környezete tele van korrupciós ügyekkel,
– családja a Tolna megyei földmutyiban érintett,
– kínos ingatlanügyeivel tönkretett egy kisnyugdíjast és egy fogyatékkal élőket foglalkoztató vállalkozást

megsértette a felperes jóhírnévhez fűződő személyiségi jogát.

Az alperes azon való tényt mely szerint egy repülő egyesület tagjaként az egyesület tulajdonában álló 1966-ban gyártott repülőgéppel időnként repülni szokott „a méregdrága magánrepülőgépet használ” kifejezéssel, abban a hamis színben tüntette fel, hogy az a saját méregdrága repülőgépe

megsértette a felperes jóhírnévhez fűződő személyiségi jogát.";https://www.magyaridok.hu/belfold/helyreigazitas-2-3715610/;2018/11/28;14:03;1
397;27;Kártérítések ideje;https://www.magyaridok.hu/ahelyzet/karteritesek-ideje-3711143/;2018/11/28;06:00;Helyreigazítás: 2018. november 28. napján a magyaridok.hu online folyóiratban megjelent „Kártérítések ideje” című cikkben valótlanul állítottuk, hogy ifj. H. Dezső, a Szögi Lajos meglincselésében részt vevő elítélt a Magyar Helsinki Bizottsághoz fordult azért, hogy pereljék be a képviseletében a magyar államot rossz fogvatartási körülményei miatt. Valótlanul állítottuk azt is, hogy a Magyar Helsinki Bizottság hathatós közbenjárása következtében ítélt meg a bíróság ifj. H. Dezső részére kártérítést. Ezzel szemben a valóság az, hogy ifj. H. Dezső nem fordult a Magyar Helsinki Bizottsághoz azért, hogy nyújtsanak neki képviseletet vagy bármilyen jogi segítséget kártérítéssel vagy kártalanítással kapcsolatban, és a Magyar Helsinki Bizottság megbízásából vagy utasítására senki nem is nyújtott jogi képviseletet vagy tanácsadást ifj. H. Dezső részére kártérítésre vagy kártalanításra irányuló bármiféle eljárással kapcsolatban.;;2019/09/16;15:42;1
398;27;Kiszorítanák a jogvédők a törvénytisztelő fordítókat – a szakember szerint a hatósági tolmácsolás időzített bomba;https://www.magyaridok.hu/belfold/kiszoritanak-jogvedok-torvenytisztelo-forditokat-2088640/;2017/08/18;05:55;"A 2017.08.18.-án megjelent „Kiszorítanák a jogvédők a törvénytisztelő fordítókat – a szakember szerint a hatósági tolmácsolás időzített bomba” című cikkben valótlanul állítottuk, hogy a cikkben írt pastu női tolmács és férje dari anyanyelvű tádzsikok, a valóság ezzel szemben az, hogy a cikkben írt női tolmács pastu anyanyelvű és nemzetiségű, férje dari anyanyelvű és pastu nemzetiségű, és nem tádzsikok. Valótlanul állítottuk, hogy az asszony az 1990-es letelepedési kérelmében iskolai végzettség gyanánt gyors és gépírói iskolai végzettséget jelölt, és a nagy hírű Malalai Gimnázium végzettjének vallotta magát.
Valótlanul állítottuk, hogy a női tolmács a cikkben említett ügy elsőrendű vádlottjával történt szóváltása során azt mondta „mi nem árultunk el téged, te se tedd velem, és még a titkosszolgálatokat is szóba hozta, mint akik majd kellemetlenkednek a vádlottal”, és valótlanul állítottuk, hogy a vádlott a tárgyaláson a női tolmácsnak azt mondta „Ha nem tudsz rendesen pastuul és nincs iskolád, menj a francba!”. A valóságban ilyen kijelentések nem hangzottak el.";https://www.magyaridok.hu/belfold/helyreigazitas-3678278/;2018/11/16;12:50;1
399;27;Pártmunkát végzett Czeglédy szövetkezete;https://www.magyaridok.hu/belfold/partmunkat-vegzett-czegledy-szovetkezete-2644828/;2018/01/05;05:52;"2018. január 05. napján a www.magyaridok.hu online felületünkön közzétett „Pártmunkát végzett Czeglédy szövetkezete” című online cikkünkben valótlanul híreszteltük, hogy Gyurcsány Ferenc utasításokat adott dr. Czeglédy Csaba cégeinek és hogy a Human Operator cégcsoport Gyurcsány Ferenc vállalkozása.

Lapunk 2018. január 5-i számában „Pártmunkát végzett Czeglédy szövetkezete” címmel megjelent írásunkban valótlanul híreszteltük, hogy a DK-nak a Czeglédy Csaba-féle iskolaszövetkezetek pártmunkát végeztek, hogy a Human Operator cégcsoport a DK vállalkozása, ami feladatot adott a cégcsoportnak, így tüntetésekre történő mozgósítással, aláírásgyűjtéssel is megbízta Czeglédy Csaba cégeit.

A bíróság megállapítja, hogy az alperes, a Mediaworks Hungary Zrt. mint a Magyar Idők Kiadó Kft. jogutódja megsértette a felperes, Vágó István jóhírnévhez való személyiségi jogát azzal, hogy az általa üzemeltetett www.magyaridok.hu internetes portálon és az általa kiadott Magyar Idők című napilapban 2018. január 05. napján megjelent “Pártmunkát végzett Czeglédy szövetkezete” című cikkben valótlanul híresztelte, hogy a kampányban vállalt fellépéseiért Vágó István felperes a Human Operator Zrt.-től honoráriumot kapott. ";;2020/03/28;11:54;1
400;14;Pártmunkát végzett Czeglédy Csaba szövetkezete;https://www.origo.hu/itthon/20180105-magyar-idok-pestisracok-hu-partmunkat-vegzett-czegledy-csaba-szovetkezete.html;2018/01/05;08:30;"2018. január 05.napján a www.origo.hu online felületünkön közzétett ""Pártmunkát végzett Czeglédy Csaba szövetkezete"" című online cikkünkben valótlanul híreszteltük, hogy a Demokratikus Koalícióval a Czeglédy Csabához köthető iskolaszövetkezetek pártmunkát végeztek, valótlanul híreszteltük továbbá, hogy a Humán Operátor cégcsoport a Demokratikus Koalíció vállalkozása, továbbá, hogy a Demokratikus Koalíció feladatot adott a cégcsoportnak, és, hogy ezen feladatok tüntetésre történő mozgósításra is kiterjedtek.

2018. január 5. napján a www. origo.hu online felületünkön közzétett ""Pártmunkát végzett Czeglédy Csaba szövetkezete"" című cikkünkben valótlanul híreszteltük, hogy a Human Operátor cégcsoport Gyurcsány Ferenc vállalkozása.

2018. január 05. napján a www. origo.hu felületünkön közzétett ""Pártmunkát végzett Czeglédy Csaba szövetkezete"" című cikkünkben valótlanul híreszteltük, hogy a Human Operator Zrt. által szervezett egyik fő munkatevékenység a szórólapozás és a standolás volt a 2014-es választások idején:

valótlanul híreszteltük továbbá, hogy az iskolaszövetkezeti diákok bérét a Human Operator Zrt. alkalmazottai számfejtették;

valótlanul híreszteltük továbbá, hogy a Human Operator Zrt. cégcsoport valójában Gyurcsány Ferenc és a DK vállalkozása, a rendszer célja pedig egy mozgósítható tömeg felépítése;

valótlanul híreszteltük továbbá, hogy a Human Operator Zrt-nek folyósított Altus Portfolio Kft-től származó utalások nem kölcsönök voltak;

valótlanul híreszteltük továbbá, hogy a Human Operator Zrt. a kiállított számláin megjelölt egy kedvezményezettet, ami valamilyen az Altushoz köthető cég volt;

valótlanul híreszteltük továbbá, hogy a Humán Operator Zrt. cégcsoport Gyurcsány Ferenc pártjától feladatokat kapott, és azt is, hogy a feladatok kiterjedtek a tüntetések mozgósítására;

valótlanul híreszteltük továbbá, hogy a Human Operator Zrt-től kapott honoráriumot Vágó István.";;2019/01/24;23:56;1
401;27;Újabb bankszámlabotrány;https://www.magyaridok.hu/belfold/ujabb-bankszamla-botrany-2750551/;2018/02/01;17:13;A 2018. február 1. napján megjelent „Újabb bankszámlabotrány” című cikkünkben valótlanul állítottuk, hogy Gyurcsány Ferenc az Országgyűlésnek valótlan tartalmú vagyonnyilatkozatot adott le, és valótlanul állítottuk azt, hogy Gyurcsány Ferenc a vagyonnyilatkozatában osztrák bankszámlán elhelyezett több mint 150 millió forintot nem tüntetett fel.;https://www.magyaridok.hu/belfold/helyreigazitas-4-3422489/;2018/08/27;13:52;1
402;14;Gyurcsány eltitkolt külföldi bankszámlája;https://www.origo.hu/itthon/20180201-gyurcsany-ferenc-vagyonnyilatkozata-kulfoldi-bankszamla.html;2018/02/01;08:48;"A ""Gyurcsány eltitkolt külföldi bankszámlája"" című, 2018. február 1. napján megjelent cikkünkben valótlanul híreszteltük, hogy Gyurcsány Ferencnek egy osztrák bankban 150 milliós számlakövetelése van és azt is, hogy valótlan tartalmú vagyonnyilatkozatot adott le az Országgyűlésnek.";;2018/09/01;00:41;1
403;34;Újabb baloldali számlabotrány, százmilliókat rejteget Gyurcsány;https://888.hu/ketharmad/ujabb-baloldali-bankszamlabotrany-szazmilliokat-rejteget-gyurcsany-4133117/;2018/02/01;09:08;"2018. február 1. napján a www.888.hu online felületünkön közzétett ""Újabb baloldali számlabotrány, százmilliókat rejteget Gyurcsány"" című online cikkünkben valótlanul híreszteltük, hogy Gyurcsány Ferencnek egy osztrák bankban eltitkolt vagyona van, és valótlanul híreszteltük, hogy valótlan tartalmú  vagyonnyilatkozatot adott le az Országgyűlésnek Gyurcsány Ferenc.";https://888.hu/n-a/helyreigazitas-gyurcsany-ferencrol-valotlant-hireszteltunk-4152893/;2018/08/13;09:08;1
404;12;Gyurcsány Ausztriában rejtette el a vagyonát: Bankszámlabotrány!;https://ripost.hu/bozot/2018/02/gyurcsany-ausztriaban-rejtette-el-a-vagyonat-bankszamlabotrany;2018/02/01;08:30;"A 2018. február 1. napján a www.ripost.hu online felületünkön közzétett ""Gyurcsány Ausztriában rejtette el a vagyonát: Bankszámlabotrány!"" címû cikkünkben valótlanul híreszteltük, hogy Gyurcsány Ferenc eltitkolta egy osztrák bankban lévõ 150 millió forintos vagyonát és valótlan tartalmú vagyonnyilatkozatot adott be az Országgyûlésnek.";;;;1
405;27;Kifosztotta a párt kasszáját a Jobbik;https://www.magyaridok.hu/belfold/kifosztotta-a-part-kasszajat-a-jobbik-3315200/;2018/07/21;06:50;Az internetes portálunkon 2018. július 21-én »Kifosztotta a párt kasszáját a Jobbik« címmel megjelent cikkünkben Valótlanul állítottuk, hogy a Jobbik Magyarországért Mozgalom nem tud elszámolni az Állami Számvevőszék vele szembeni intézkedés után kezdett adománygyűjtésből származó százmillió forintos adománnyal, és az adományok elköltésének nyoma sincsen a párt beszámolóiban. A valóság ezzel szemben az, hogy a Jobbik Magyarországért Mozgalom a számára 2017. évre vonatkozóan elkészített pénzügyi kimutatásában a részére 2017. évben juttatott adományokat feltüntette. A 2018. évi országgyűlési választásokra tekintettel elkészített 2018 július 13. napján kelt kampánybeszámolójának 3.1.2. pontjában szereplő egyéb források között választási célra kapott adományként a kampányidőszakban juttatott és kampánycélra fordított adományok szerepelnek, a 2018. évben a kampányidőszakot megelőzően juttatott, de a kampányidőszakban kampánycélra felhasznált adományok az egyéb forrásokon belül mint saját források szerepelnek. A 2018. évben juttatott adományokat a Jobbik Magyarországért Mozgalom a 2019. május 31. napjáig elkészítendő pénzügyi kimutatásban is köteles feltüntetni.;;2019/02/27;13:28;1
406;27;A király meztelen!;https://www.magyaridok.hu/belfold/a-kiraly-meztelen-2692546/;2018/01/17;14:25;A 2018. január 17-én „A király meztelen” címmel megjelent cikkünkben azt a valós tényt, hogy Vona Gábor személyesen nem jelent meg a Budapest Környéki Törvényszéken az általa a Terry Black néven ismert Rácz Károly Mihállyal szemben indított személyiségi jogi per 2018. január 17-én tartott tárgyalásán, abban a hamis színben tüntettük fel, hogy ezt azért tette, hogy ne kelljen személyes nyilatkozatot tennie a róla Terry Black által a sajtóban korábban tett állításokról. A valóság ezzel szemben az, hogy Vona Gábor az említett személyiségi jogi per első, 2017. március 20-án megtartott tárgyalásán – ahol Terry Black nem jelent meg – részt vett és a per érdemében nyilatkozatot tett, kérdésekre válaszolt.;https://www.magyaridok.hu/belfold/helyreigazitas-3-3314330/;2018/07/20;14:11;1
407;27;Iskolákba belopakodó kábítószer;https://www.magyaridok.hu/velemeny/iskolakba-belopakodo-kabitoszer-3235159/;2018/07/02;08:00;"2018. július 2. napján megjelent „Iskolákba belopakodó kábítószer” című cikkünkben valótlanul állítottuk, hogy 2016. évben a Jogriporter Alapítvány vezetőjeként Sárosi Péter 18,769 millió forint javadalmazásban részesült; a valóságban a cikkben írt javadalmazás az Alapítvány két vezető tisztségviselőjét együtt illette. Valótlanul állítottuk azt is, hogy Sárosi Péterhez időnként egy-egy milliócska „becsusszan” például az Európai Bizottságtól is; a valóság ezzel szemben az, hogy az Európai Bizottságtól elnyert pályázati támogatásokban az Alapítvány részesült.";;2019/01/21;15:29;1
408;22;A Fidesz „bízhatta meg” a Fradi kopaszait;https://hirtv.hu/ahirtvhirei_adattar/a-fidesz-bizhatta-meg-a-fradi-kopaszait-2454505;2018/03/19;16:49;"

A HírTV.hu portalon 2018. március 19-én a Fidesz „bízhatta meg” a Fradi kopaszait című cikkben valótlanul híreszteltük, hogy Kubatov Gábor közvetlen köreiből bíztak meg valakit, hogy a Fidesz székház területéről a tüntető diákokat szorítsák ki.

Valótlanul híreszteltük, hogy Kubatov Gábor nem látogatta meg Akeem Adamsot a kórházban. A valóság ezzel szemben az, hogy Kubatov Gábor több alkalommal járt bent a kórházban és látogatta meg ott Akeem Adamsot.
";https://hirtv.hu/ahirtvhirei_adattar/helyreigazitas-2463167;2018/06/20;15:48;1
409;27;Soros hatmillió dollárral szállt be az előző EP-választásokba;https://www.magyaridok.hu/belfold/soros-hatmillio-dollarral-szallt-az-elozo-ep-valasztasokba-2481253/;2017/11/23;06:14;"a ""Soros hatmillió dollárral szállt be az előző EP-választásokba"" című cikkünkben valótlanul állítottuk, hogy Niedermüller Péter európai parlamenti képviselő Soros Györgytől, illetve a hozzá köthető szervezetektől anyagi támogatást kapott azért, hogy Soros György érdekeinek megfelelően tevékenykedjen az Európai Parlamentben. ";;2018/06/18;10:48;1
